type,name,steam_appid,developers,publishers,website,categories,genres,steam_url,detection_stage,api_response_type,potential_duplicate,release_date,description,supported_languages,discovery_date
game,Bold Ideas 2 My Desktop,3836390,Lee,Lee,,Single-player;Family Sharing,Casual;Indie;Utilities,https://store.steampowered.com/app/3836390,public_unreleased,full_details,False,Coming soon,This is a 3D mini desktop. You can drag the files you use daily or like into it and generate its 3D image. This is your second &quot;own desktop&quot;!,"*;, Simplified Chinese;*;*",2025-07-08
game,Astropark,3838350,studio soup,Studio Soup,https://studiosoup.tv/projects.html#astropark,Single-player;Partial Controller Support;Family Sharing,Adventure;Indie;Simulation,https://store.steampowered.com/app/3838350,public_unreleased,full_details,False,Q4 2026,"Astropark is a single-player VR game where you explore the Solar System through interactive, science-based missions. Adjust gravity, launch rockets, and discover real planets in a fun, educational, and non-violent space adventure.","*;, Spanish - Spain;*;, Simplified Chinese;*;*",2025-07-08
game,Ungrounded,2859490,Chondrite Games,Chondrite Games,,Single-player;Partial Controller Support;Family Sharing,Adventure;Indie;Early Access,https://store.steampowered.com/app/2859490,public_unreleased,full_details,False,Coming soon,"Ungrounded is a first-person puzzle adventure game. Explore, observe, and engage with Ungrounded’s mechanisms and machinery. The further you travel, the more uncertain the path home.",English,2025-07-08
game,Rosa Mine,3844580, Tommy Games, Tommy Games,,Single-player;Family Sharing,Adventure;Casual;Indie;Simulation,https://store.steampowered.com/app/3844580,public_unreleased,full_details,False,2026,"Rosa Mine is a mining exploration simulator. Excavate underground caverns to uncover rare gems and valuable ores. Customize your miner, upgrade your tools, and delve ever deeper in a hand‑drawn pixel world!",English,2025-07-08
game,Pursuit Rampage,3811720,Instant Games Studio,Instant Games Studio,,Single-player;Steam Achievements;Keyboard Only Option;Mouse Only Option;Steam Cloud;Family Sharing,Action;Indie;Racing,https://store.steampowered.com/app/3811720,public_unreleased,full_details,False,August 2025,"Drive, chase, and arrest across 40 missions in five regions—🏖️ beach, 🌆 city, 🏜️ desert, 🌲 forest, and 🏘️ suburban highways—by ☀️ day, 🌙 night, or 🌧️ rain.",English,2025-07-08
game,Fake It,3250670,Androbyte,Androbyte,,Multi-player;PvP;Online PvP;Co-op;Online Co-op;Steam Achievements;Steam Workshop;Custom Volume Controls;Stereo Sound;Surround Sound;Family Sharing,Action;Casual;Indie,https://store.steampowered.com/app/3250670,public_unreleased,full_details,False,2025,"Fake It is a short, silly online party game where some players hide in plain sight as NPCs. The others? They hunt them. Quick rounds. Dumb mobs. Dumber moments.",*;*,2025-07-08
game,SKY LEGENDS - An Aeropostal Epic,3846630,SUPER AC,SUPER AC,https://www.superacgames.com/produit/skylegends/,Single-player;VR Only;Partial Controller Support;Family Sharing,Adventure,https://store.steampowered.com/app/3846630,public_unreleased,full_details,False,Q1 2026,"Play as the iconic pioneers of aviation and fly their legendary aircraft. Between human challenges and technical feats, cross the extreme landscapes of the Sahara, the Andes, or the Atlantic in an immersive, narrative, and historical virtual reality adventure.","*;, French, Italian, German, Spanish - Spain, Korean, Spanish - Latin America, Japanese, Polish, Portuguese - Brazil, Portuguese - Portugal;*",2025-07-08
game,Janitori,3234290,LosJulbas;Rospaw;PatonkiMies; santsuuu;whimsy32;alien.kaba,LosJulbas,,Single-player;Steam Achievements;Custom Volume Controls;Stereo Sound;Surround Sound,Indie;Free To Play,https://store.steampowered.com/app/3234290,public_unreleased,full_details,False,"Jul 21, 2025","You are a janitor working on a night shift at the museum. Your task is to clean and restore its exhibits and dusty rooms. Janitori blends satisfying simulation with chilling horror and puzzle-solving mechanics, as you unfold a dark mystery and try not to disturb what lurks in the shadows.",*;*,2025-07-08
game,Ruby and The Lost Crystals,3807810,Ruby's Team,SAE-Institute Geneva,,Single-player;Partial Controller Support,Adventure;Casual;Indie;Free To Play,https://store.steampowered.com/app/3807810,public_unreleased,full_details,False,Coming soon,"Ruby and the Lost Crystals is a calm third-person puzzle adventure where you swap between two characters to solve puzzles. Use physical interactions, magical projectiles, and object-swapping to unlock paths, reflect lasers, activate platforms, break obstacles, and explore ancient ruins.",English,2025-07-08
game,Useless Timmy,3783190,KAWA Games,KAWA Games,,Single-player;Partial Controller Support;Family Sharing,Action;Indie,https://store.steampowered.com/app/3783190,public_unreleased,full_details,False,To be announced,"Useless Timmy is a platform game where you have to complete each level as quickly as possible. There are several islands, each with their own unique mechanics. Have fun :)",English,2025-07-08
demo,Ancient Archer Demo,3824120,Primitive Realms;Primitive Realms,Primitive Realms,https://ancientarcher.com/,Single-player;Game demo;Custom Volume Controls;Mouse Only Option,,https://store.steampowered.com/app/3824120,public_unreleased,full_details,False,"Jul 11, 2025","Defend the essence of the universe from a horde of monsters using the power of the witch's magic and the accuracy of a brave archer. All in a psychedelic, original audiovisual setting inspired by heroic fantasy and more...",*;*,2025-07-08
demo,BishoujoTennis,3850840,DoroGame,DoroGame,,Single-player;Game demo,,https://store.steampowered.com/app/3850840,public_unreleased,full_details,False,Q3 2025,"This is an affordable and fun casual tennis game featuring anime-style pretty girls. The gameplay is very simple—just slide the screen with the mouse. There are over ten pretty girls to choose from, allowing players to freely select both their own character and their opponent's.",English;Spanish - Spain;Russian;Turkish;Japanese;Simplified Chinese;Traditional Chinese;Korean,2025-07-08
game,FPS: Multiplayer,3836510,"Struppi, STUMP Games",Struppi,,Single-player;Multi-player;PvP;Online PvP;LAN PvP;Co-op;Online Co-op;LAN Co-op;Steam Achievements;In-App Purchases;Custom Volume Controls;Adjustable Difficulty;Keyboard Only Option;Mouse Only Option;Playable without Timed Input;Save Anytime;Stereo Sound;Steam Cloud;Steam Leaderboards;HDR available;Family Sharing,Action,https://store.steampowered.com/app/3836510,public_unreleased,full_details,False,Coming soon,"FPS: Multiplayer is an online shooter game with 7 different game modes. Are you ready for the challenge? You can also play offline, stress-free, against AI players (bots) with 3 different difficulty levels..",English,2025-07-08
game,Anomaly Observer,3793510,Letalis Entertainment,Letalis Entertainment,,Single-player;Steam Achievements;Adjustable Difficulty;Playable without Timed Input;Stereo Sound;Steam Cloud;Steam Leaderboards;Family Sharing,Casual;Indie;Simulation,https://store.steampowered.com/app/3793510,public_unreleased,full_details,False,Q3 2025,Anomaly Observer is a horror observation game where you become CCTV operator watching paranormal footage. Watch your surroundings closely and report any suspicious activity! Nobody knows what awaits you in your next shift!,"*;, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Portuguese - Portugal, Japanese, Korean, Spanish - Latin America, Polish, Russian, Simplified Chinese, Czech;*",2025-07-08
game,Mukhota,3670560,an_ku_shh,an_ku_shh,,Single-player;Family Sharing,Adventure;Indie,https://store.steampowered.com/app/3670560,public_unreleased,full_details,False,To be announced,"You play as a boy drawn into a disturbing mystery surrounding a series of disappearances in his neighbourhood. Driven by a need to prove himself, he sets out to investigate — not by chasing danger, but by studying it, recreating it, and placing himself at the centre of it.",*;*,2025-07-08
music,Esophaguys Soundtrack,3789330,Esophaguys Team,Esophaguys Team,,Additional High-Quality Audio,,https://store.steampowered.com/app/3789330,public_unreleased,full_details,False,Coming soon,"The first video game soundtrack dedicated to one of mankind's most oldest instruments, the jews-harp. Blending ancient melodies unearthed from forgotten traditions with bold, experimental compositions, prepare your cochleas for tickling in this truly original soundtrack.",,2025-07-08
game,ABC Book 3D: Learn English,3484200,Joy of Play,Joy of Play,,Single-player;Family Sharing,Casual;Indie,https://store.steampowered.com/app/3484200,public_unreleased,full_details,False,Coming soon,"ABC Book 3D is a fun educational game that will not only entertain your child, but also teach them to identify, recognize and pronounce letters, their names, phonetics and even basic words.",*;*,2025-07-08
game,The Dreamcatcher,3826190,WorkingOrders,WorkingOrders,,Single-player;Keyboard Only Option;Playable without Timed Input;Partial Controller Support,Adventure;Casual;Free To Play,https://store.steampowered.com/app/3826190,public_unreleased,full_details,False,July 2025,"The Dreamcatcher is a proof of concept for a hand-drawn adventure platformer where you explore a collection of floating islands as Kit, the Dreamcatcher.",English,2025-07-08
game,EX EZ,3772910,Excorp,Excorp,,,Free To Play;Video Production,https://store.steampowered.com/app/3772910,public_unreleased,full_details,False,Coming soon,"EX EZ is an intuitive XR virtual production solution that runs smoothly even on gaming-laptop-level hardware, enabling anyone to easily and quickly create high-quality virtual content.",English,2025-07-08
game,Cuisine Master VR,3842640,Youssef Ismail,Youssef Ismail,,Single-player;VR Only;Family Sharing,Casual;Indie;Simulation,https://store.steampowered.com/app/3842640,public_unreleased,full_details,False,July 2025,"Cuisine Master is a virtual reality cooking game set in a high-end restaurant, where players prepare and serve dishes from five global cuisines: French, Italian, Middle Eastern, Mexican, and Chinese.",*;*,2025-07-08
game,Demon Lord's Career Change,3734100,"Digital Entertainment Co., Ltd",Nutaku Publishing,,Single-player;Multi-player;In-App Purchases;Partial Controller Support,Action;Adventure;Casual;Free To Play,https://store.steampowered.com/app/3734100,public_unreleased,full_details,False,2025,"Command sexy, obedient waifus in this dark rogue-lite RPG packed with auto-battles, anime-style art, and epic H-scenes. Train your harem, break your enemies, and unlock wild punishment as you rise through lust and domination on a filthy power trip. Your villain era starts now.",English;Simplified Chinese;Traditional Chinese,2025-07-08
game,Bite Night: Dine or Die,3834480,MyGrandfather Games,MyGrandfather Games,,Single-player;Steam Achievements;Playable without Timed Input;Stereo Sound;Surround Sound;Family Sharing,Adventure;Casual;Indie,https://store.steampowered.com/app/3834480,public_unreleased,full_details,False,Q4 2025,Bite Night: Dine or Die is a First-Person horror thriller where you play as a diner worker trying to solve the murders of your customers along side your best friend Vamp.,*;*,2025-07-08
game,Untitled Automation Game,3731980,Galactic Circuit Studio,Galactic Circuit Studio,,Single-player;Partial Controller Support;Family Sharing,Action;Simulation;Early Access,https://store.steampowered.com/app/3731980,public_unreleased,full_details,False,Coming soon,"Untitled Automation Game is a unique blend of story-driven automation and combat with soul-like elements. While the genre mix may sound unusual at first, every mechanic is seamlessly integrated into a cohesive and immersive experience.",English;Turkish,2025-07-08
dlc,Expansion Pack 1 for 'Dark Door' Crowdfunding Campaign,3623420,星辰工作室,星辰工作室,,Single-player;Multi-player;MMO;Co-op;Online Co-op;Downloadable Content;Steam Achievements;Steam Cloud;Steam Leaderboards,Adventure;Casual;Indie;Massively Multiplayer;Simulation,https://store.steampowered.com/app/3623420,public_unreleased,full_details,False,Coming soon,"This is the &quot;Hidden Door&quot; DLC expansion pack. After players obtain it, they will receive additional game items beyond the main game itself. New accessory: Cute rabbit head",English;Simplified Chinese,2025-07-08
demo,Merge Coin: Mai Demo,3848740,GhostTempura,GhostTempura,,Single-player;Game demo;Custom Volume Controls;Playable without Timed Input,,https://store.steampowered.com/app/3848740,public_unreleased,full_details,False,Coming soon,This demo lets you play both the tutorial and practice mode of Merge Coin: Mai.,,2025-07-08
game,Sunrider Legends Tactics,3854880,Love in Space,Sekai Project,,Single-player;Steam Achievements;Steam Cloud;Family Sharing,Adventure;Indie;Strategy,https://store.steampowered.com/app/3854880,public_unreleased,full_details,False,"Aug 1, 2025",The Sunrider series returns in a new fantasy universe! Both new and returning players can embark on this adventure on the high seas. Become a naval captain in the age of sail and command your fleet in tactical turn-based battles.,English,2025-07-08
demo,Motel Nightmares Demo,3850740,kozarigames,kozarigames,,Single-player;Game demo;Custom Volume Controls;Keyboard Only Option;Mouse Only Option,,https://store.steampowered.com/app/3850740,public_unreleased,full_details,False,July 2025,"Trapped in an eerie, forgotten motel, you must uncover dark secrets and escape the nightmares that haunt every room. Motel Nightmares is a first-person psychological horror experience filled with mystery, tension, and atmospheric dread.","*;, French, Italian, German, Spanish - Spain, Simplified Chinese, Traditional Chinese, Japanese, Korean, Hungarian, Russian, Portuguese - Portugal, Turkish;*",2025-07-08
game,Croc Legend of the Gobbos,3043940,Titanium Studios;Big Boat Interactive,Argonaut Games,,Single-player;Steam Achievements;Full controller support;Family Sharing,Action;Adventure,https://store.steampowered.com/app/3043940,public_unreleased,full_details,False,Coming soon,"Join Croc in a charming 3D platforming adventure to rescue the kidnapped Gobbos from the evil sorcerer Baron Dante and his impish Dantini minions! Run, jump, climb, swim, and tail-spin through vibrant worlds in this lovingly remastered and updated version of the beloved 1997 classic.",English;French;Italian;German;Spanish - Spain,2025-07-08
game,INSIGHT ROOM,3840610,Sierra Productions,Sierra Productions,https://linktr.ee/sierra_productions,Single-player;Family Sharing,Action;Adventure;Casual;Indie;RPG;Strategy;Early Access,https://store.steampowered.com/app/3840610,public_unreleased,full_details,False,Coming soon,"Insight Room is a top-down adventure game focused on symbolic narrative, exploration, and emotional puzzles. You play as Josh, a child lost in a dreamlike space filled with distorted memories and forgotten feelings.",*;*,2025-07-08
game,The Anointed: Heart of David,3840620,IMD Interactive,IMD Interactive,https://www.anointedgame.com/,Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Steam Achievements;Full controller support;Captions available;Camera Comfort;Custom Volume Controls;Adjustable Difficulty;Save Anytime;Stereo Sound;Surround Sound;Steam Cloud;Stats;Steam Leaderboards;Remote Play on TV;Remote Play Together;HDR available;Family Sharing;Steam Timeline,Action;Adventure;RPG,https://store.steampowered.com/app/3840620,public_unreleased,full_details,False,Coming soon,"The Anointed: Heart of David is a single-player, action-adventure game with platforming elements experienced in 3rd-person perspective. Included, there is a sneak peek at the Multiplayer Demo where you play solo or in groups as one of David's Mighty Men.",*;*,2025-07-08
game,Royal Jest,3854960,Theatre House Games,Theatre House Games,,Single-player;Family Sharing,Adventure;Indie,https://store.steampowered.com/app/3854960,public_unreleased,full_details,False,2025,"A story-driven theatrical experience about family, world-domination, and capitalism.",*;*,2025-07-08
game,2048Puzzle,3639930,Danilliniois,Danilliniois,,Single-player;Steam Achievements;Family Sharing,Casual;Indie;Strategy,https://store.steampowered.com/app/3639930,public_unreleased,full_details,False,Coming soon,A 2D sliding tile-merging puzzle game inspired by 2048.,"*;, Simplified Chinese;*;*",2025-07-08
dlc,Century of Anticipation: Pesca,3836540,gools;Time Galleon,Time Galleon,https://www.timegalleon.com/,Single-player;Downloadable Content;Steam Achievements;Full controller support,Adventure;Indie;Free To Play,https://store.steampowered.com/app/3836540,public_unreleased,full_details,False,"Jul 11, 2025","Catch weird fish, gain powers, invest, and read bottle messages. Freedom may be out at sea!",English;Portuguese - Brazil;Simplified Chinese,2025-07-08
game,Wicked Little Witch 小小坏女巫,3809920,Aliu,Aliu,,Single-player;Full controller support;Custom Volume Controls;Playable without Timed Input;Family Sharing,Action;Adventure;Casual,https://store.steampowered.com/app/3809920,public_unreleased,full_details,False,Q3 2025,"A city witch lost in the woods, face enemies both familiar and strange. In this Action Roguelite, unlock new characters, collect spells, and build your own playstyle and uncover the truth.",English;Italian;Japanese;Simplified Chinese,2025-07-08
game,The Calling,3830400,BuriedCandy,BuriedCandy,https://thecalling.buriedcandy.com,Single-player;Multi-player;PvP;Online PvP;LAN PvP;Co-op;Online Co-op;LAN Co-op;Cross-Platform Multiplayer;Full controller support;Captions available,Action;Indie;Free To Play,https://store.steampowered.com/app/3830400,public_unreleased,full_details,False,Coming soon,Assemble a squad of your favorite live-streamers and battle for dominance in this PvP shooter featuring a growing cast of over 40 popular and upcoming streamers (with more on the way). This game is built by streamers for streamers and their fanbases.,*;*,2025-07-08
game,Мемография,3832510,NeuroTwist,NeuroTwist,,Single-player;Steam Achievements;Custom Volume Controls;Mouse Only Option;Playable without Timed Input;Remote Play Together;Family Sharing,Casual;Indie,https://store.steampowered.com/app/3832510,public_unreleased,full_details,False,"Jul 28, 2025","A fun 2D meme quiz with mini-games, easter eggs, and bonuses. Guess the memes, earn points, and unlock secrets!",Russian,2025-07-08
game,C.U.T.S,3857070,Redsroll,Redsroll,,Single-player;Steam Achievements;Family Sharing,Indie;Simulation,https://store.steampowered.com/app/3857070,public_unreleased,full_details,False,Coming soon,"It’s an indie horror game where a man named Ethan, passionate about collecting VHS tapes, receives a box full of them from a friend. But as he starts watching, he realizes he’s witnessing something deeply disturbing and unsettling.",English;French;Italian;German;Spanish - Spain;Russian,2025-07-08
game,Full Contact,3785410,8-Ball Games,8-Ball Games,,Multi-player;PvP;Shared/Split Screen PvP;Shared/Split Screen;Full controller support;Custom Volume Controls;Playable without Timed Input;Stereo Sound;Remote Play Together,Action;Free To Play,https://store.steampowered.com/app/3785410,public_unreleased,full_details,False,August 2025,"Full Contact is a competitive, fast-paced, sumo slam-fest that always draws a crowd. Pick up and play in a one-on-one battle against your friends! Hype up the audience, use your stylish special moves, and knock your buddies out of the ring to be crowned champion. ",English,2025-07-08
dlc,Expansion Pack 3 for 'Dark Door' Crowdfunding Campaign,3625680,星辰工作室,星辰工作室,,Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Downloadable Content;Steam Achievements;In-App Purchases;Steam Cloud;Steam Leaderboards,Adventure;Casual;Indie;Massively Multiplayer;Simulation,https://store.steampowered.com/app/3625680,public_unreleased,full_details,False,Coming soon,"This is the &quot;Hidden Door&quot; DLC expansion pack. After players obtain it, they will receive additional game items beyond the main game itself. New accessory: Gege",English;Simplified Chinese,2025-07-08
demo,Unemployment Simulator 2018 Demo,3826360,Samuel Lehikoinen,turbolento publishing,,Single-player;Game demo,Adventure;Casual;Indie;Simulation,https://store.steampowered.com/app/3826360,public_unreleased,full_details,False,To be announced,"Get a taste of US18, a social welfare survival game based on real events. Endure emotional pain and societal pressure while evading a literal death by boredom. Be the hero of your studio apartment—battle demons, hide skeletons in the closet, and most importantly… keep that bathroom clean.","*;, French, Italian, German, Spanish - Spain, Simplified Chinese, Korean, Japanese, Portuguese - Brazil, Russian;*",2025-07-08
music,eat the snow - 4 song demo,3842750,eatthesnow,assembly bloc,http://assemblybloc.org,Additional High-Quality Audio,,https://store.steampowered.com/app/3842750,public_unreleased,full_details,False,July 2025,The first demonstrations of eat the snow. Nintendocore revival from da underground. Stay determined. Down with ICE,,2025-07-08
game,IdleCore,3617440,ZerothComplex,ZerothComplex,,Single-player;Family Sharing,Casual;Indie;Simulation,https://store.steampowered.com/app/3617440,public_unreleased,full_details,False,Coming soon,Protect your base from attack of thousands of aquatic creatures in this Idle tower defense. Earn credits by destroying enemies and spend your credits to upgrade your base with an array of weapons and defenses. Battle varied enemy types across diverse biomes.,*;*,2025-07-08
music,A Solitaire Mystery Soundtrack,3828440,Hazelstorm,Hempuli Oy,,Additional High-Quality Audio,,https://store.steampowered.com/app/3828440,public_unreleased,full_details,False,Coming soon,"The original soundtrack of A Solitaire Mystery, a collection of over 20 unusual solitaire cardgames, composed by Hazelstorm.",,2025-07-08
game,草地清理工,2804440,ZhiZhi,ZhiZhi,,Single-player,Action;Adventure;Casual;Indie;RPG;Free To Play;Early Access,https://store.steampowered.com/app/2804440,public_unreleased,full_details,False,July 2025,"Mobile and Shooting Players only need to move to play this game. Multiple ability choices Obtain different constructions through upgrades and item drops. Extra limited time capability By picking up limited time ability items, temporary ability bonuses can be obtained.",Simplified Chinese,2025-07-08
game,Relic Light,3764930,TDGame Studio,TDGame Studio,,Single-player;Full controller support;Family Sharing,Adventure;Indie,https://store.steampowered.com/app/3764930,public_unreleased,full_details,False,To be announced,"Relic Light is a pixel-style puzzle-action dungeon game. You will play as an explorer who arrives at the remaining ruins, explores to acquire various skills, solves the complex and diverse puzzles within, and discovers the ultimate secret of the ruins.",Simplified Chinese;English,2025-07-08
music,"FightCum – Original Soundtrack: Grooves, Lust & Combat",3793630,Sensational,,,,,https://store.steampowered.com/app/3793630,public_unreleased,full_details,False,"Jul 10, 2025",Dive into the audio universe of FightCum with varied and unforgettable soundscapes.,,2025-07-08
game,Agency 13,2415280,DDemon LLC,DDemon LLC,https://ddemon.com/posts/category/agency13,Single-player;Multi-player;Co-op;Online Co-op;Steam Achievements;Full controller support;Camera Comfort;Custom Volume Controls;Adjustable Difficulty;Stereo Sound;Family Sharing,Action;Adventure;Indie,https://store.steampowered.com/app/2415280,public_unreleased,full_details,False,"Nov 11, 2025","Agency 13 is a multiplayer ghost hunting game. You play as a field agent of Division 13 based in Ohiopolis, Ohio, US. Your objectives are to investigate, eliminate the threat, and close the breach between worlds.","*;, Russian;*",2025-07-08
game,Sin Hunter,3764950,TDGame Studio,TDGame Studio,,Single-player;Family Sharing,Indie;Strategy,https://store.steampowered.com/app/3764950,public_unreleased,full_details,False,To be announced,Sin Hunter is a two-dimensional fantasy style Rougelike card-building combat game. Players take on the role of a sin hunter who helps the demon managers in Hell suppress the rebellion of the Primordial Abyss and uncover the secrets of Hell's origins.,Simplified Chinese;English,2025-07-08
game,WIZARD PUNKS!!!,3332770,EyeOfStormCat,EyeOfStormCat,,Single-player;Multi-player;PvP;Shared/Split Screen PvP;Shared/Split Screen;Steam Achievements;Full controller support;Camera Comfort;Custom Volume Controls;Adjustable Difficulty;Playable without Timed Input;Remote Play Together;Family Sharing,Action;Casual;Indie,https://store.steampowered.com/app/3332770,public_unreleased,full_details,False,2025,"WIZARD PUNKS!!! is a fast-paced, spell-slinging 4-player local party game. Create spells by combining the four elements of Air, Earth, Fire and Water, and defeat your fellow wizards with a variety of bombastic magics.",English,2025-07-08
dlc,Expansion Pack 4 for 'Dark Door' Crowdfunding Campaign,3625690,星辰工作室,星辰工作室,,Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Downloadable Content;Steam Achievements;In-App Purchases;Steam Cloud;Steam Leaderboards,Adventure;Casual;Indie;Massively Multiplayer;Simulation,https://store.steampowered.com/app/3625690,public_unreleased,full_details,False,Coming soon,"This is the &quot;Dark Door&quot; DLC crowdfunding expansion pack. After players obtain it, they will receive game items other than the base game: New character: Medical staff",English;Simplified Chinese,2025-07-08
game,Hack Back,3709680,Ty Anderson,Ty Anderson,https://tyanderson.red,Single-player,Adventure;Indie;Strategy;Free To Play;Early Access,https://store.steampowered.com/app/3709680,public_unreleased,full_details,False,August 2025,"Breach networks, plant malware, steal secrets, and outsmart digital defenses in a real-time strategy campaign that teaches cybersecurity through immersive, hands-on gameplay—no experience or skills needed!",English,2025-07-08
game,Narco Express,3476110,SCHIZO GAMES,SCHIZO GAMES,,Multi-player;Co-op;Online Co-op;Steam Achievements;Full controller support;Custom Volume Controls;Stereo Sound;Surround Sound;Steam Cloud;Family Sharing,Action;Adventure,https://store.steampowered.com/app/3476110,public_unreleased,full_details,False,To be announced,"A chaotic co-op smuggling simulator where you and your friends fly risky missions as drug mules in Mexico. Dodge the law, upgrade your planes, and embrace the absurd in this beautifull and high risk adventure.","*;, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Portuguese - Portugal, Russian, Spanish - Latin America;*",2025-07-08
game,Re:Call,3855000,Re:Start,Re:Start,,Single-player;Steam Achievements;Keyboard Only Option;Mouse Only Option;Save Anytime;Family Sharing,Adventure;Casual,https://store.steampowered.com/app/3855000,public_unreleased,full_details,False,To be announced,"Re:Call is a deeply emotional visual novel exploring the fragile nature of memory, the weight of forgotten promises, and the healing power of friendship. Set in a nostalgic Japanese high school, it follows Kaito Nakamura as he learns his ordinary life’s built on fragments of a past he can’t remember",English;Simplified Chinese;Korean;Japanese;Portuguese - Brazil;Russian,2025-07-08
game,Zero Pixel Dawn,3797770,LauMVP Studio;Vipra Studio;Andrew Patuasic,Victor Lau,,Single-player;Steam Achievements;Family Sharing,Action,https://store.steampowered.com/app/3797770,public_unreleased,full_details,False,Coming soon,"Scavenge, craft, and fight to survive in a post-pixel apocalypse. Explore dangerous biomes, wield guns and magic, and uncover a hidden truth buried in chaos. Every choice matters. Will you survive?",English;Spanish - Spain;Spanish - Latin America;Thai;Filipino,2025-07-08
dlc,Expansion Pack 2 for 'Dark Door' Crowdfunding Campaign,3625670,星辰工作室,星辰工作室,,Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Downloadable Content;Steam Achievements;In-App Purchases;Steam Cloud;Steam Leaderboards,Adventure;Casual;Indie;Massively Multiplayer;Simulation,https://store.steampowered.com/app/3625670,public_unreleased,full_details,False,Coming soon,"This is the &quot;Hidden Door&quot; DLC expansion pack. After players obtain it, they will receive additional game items beyond the main game itself. New accessory: Pig head",English;Simplified Chinese,2025-07-08
game,Louis Charles In The Louvre,3680920,Matthew Melmon,Matthew Melmon,https://matthewmelmon.weebly.com/,Single-player;Steam Achievements;Family Sharing,Adventure;Casual;Indie,https://store.steampowered.com/app/3680920,public_unreleased,full_details,False,Coming soon,"Explore a museum's spooky attic after hours as the ghost of a little king. In this cozy adventure, you'll paint masterpieces with pixie dust, vacuum dusty bunnies, and collect cute outfits while saving France.",*;*,2025-07-08
game,Undead Sentence,3850890,Artificially Inked,Artificially Inked,,Single-player;Camera Comfort;Custom Volume Controls;Playable without Timed Input;Save Anytime;Family Sharing,Action,https://store.steampowered.com/app/3850890,public_unreleased,full_details,False,Coming soon,"Trapped in a decaying prison overrun by the undead, you must fight, scavenge, and survive. Undead Sentence is a retro-style survival horror FPS with brutal combat, atmospheric levels, and zero forgiveness.",*;*,2025-07-08
game,Compact Colonies,3830520, TunawareDevs,2 Left Thumbs,,Single-player;Full controller support;Family Sharing,Casual;Simulation;Strategy,https://store.steampowered.com/app/3830520,public_unreleased,full_details,False,Q4 2025,"Compact Colonies is a survival base-builder with roguelike elements, where every tile counts. Manage scarce resources, grow a tiny settlement, and keep your people fed, faithful, and defended in a finite world full of strategic trade-offs.",English,2025-07-08
game,SENSE: The Game,3832650,IPOleksenko,IPOleksenko,,Single-player;Family Sharing,Casual;Indie,https://store.steampowered.com/app/3832650,public_unreleased,full_details,False,2025,"&quot;SENSE The Game&quot; is a unique philosophical game inspired by the myth of Sisyphus, where you are tasked not just with pushing a boulder, but also with seeking answers to life's most profound questions.",English,2025-07-08
game,Lost Eclipse,3853160,Fabicomm Pro. Interactive Division,Fabicomm Pro. Interactive Division,,Single-player;Partial Controller Support;Family Sharing,Action;Adventure;Indie,https://store.steampowered.com/app/3853160,public_unreleased,full_details,False,Coming soon,"After the city was shrouded with nightmares, you’ve been assigned to dive into this psychological survival-horror adventure to uncover the strange phenomenon that were affiliated to a certain science-tech corporation and bring them to justice.",English,2025-07-08
game,Cloak And Coin,3525440,netDOT,netDOT,,Single-player;Multi-player;Co-op;Online Co-op;Steam Achievements;Camera Comfort;Custom Volume Controls;Adjustable Difficulty;Mouse Only Option;Stereo Sound;Surround Sound;Steam Cloud;Stats;Steam Leaderboards;Family Sharing,Adventure;Casual;Indie;Early Access,https://store.steampowered.com/app/3525440,public_unreleased,full_details,False,Coming soon,"Cloak &amp; Coin offers 1-4 players the chaotic thrill of being thieves, just not particularly graceful ones. With a limited number of days to plan, finance and execute the greatest heist Marfit has ever seen.",*;*,2025-07-08
game,Prism,3838900,SplitCriteria,SplitCriteria,,Single-player;Custom Volume Controls;Playable without Timed Input;Save Anytime;Family Sharing,Casual;Indie;Strategy,https://store.steampowered.com/app/3838900,public_unreleased,full_details,False,July 2025,"Enjoy 100 mind-bending levels in this light-based puzzler. Use your mouse to point, click and scroll to use mysterious tools to reflect, bend, filter, separate, mix, split, unblock, teleport, and polarize light to reach the goals.",English,2025-07-08
game,female swordsman,3847040,hgmGame;hgmGame,hgmGame,,Single-player;Family Sharing,Casual,https://store.steampowered.com/app/3847040,public_unreleased,full_details,False,Coming soon,"This is a casual puzzle game, where the position of each game image is random and can be repeated.At first, it may be very chaotic,Then gradually place the image in the corresponding position,The image gradually becomes complete,Come and give it a try!",English,2025-07-08
